country,survey_name,survey_year,wave_or_round,source_file,observation_level,variable_name,variable_label,question_wording,response_categories,value_labels,unit,recall_period,missing_value_codes,proposed_concept,candidate_role,comparability_confidence,notes
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id1.dta,person,i101_8,the quality of education at your children's school,the quality of education at your children's school,"{""0"": ""Extremely unsatisfied"", ""10"": ""Absolutely satisfied""}","{""0"": ""Extremely unsatisfied"", ""10"": ""Absolutely satisfied""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id2a.dta,person,i201,did you attend kindergarden before your primary school?,did you attend kindergarden before your primary school?,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id5b.dta,person,i500_12,whether children attend school,whether children attend school,"{""1"": ""Myself"", ""2"": ""My spouse"", ""3"": ""Me and my spouse"", ""4"": ""My parents"", ""5"": ""My parents-in-law"", ""6"": ""All male HH members"", ""7"": ""All female HH members"", ""8"": ""All HH members"", ""9"": ""Children (up to 18)"", ""90"": ""N/A""}","{""1"": ""Myself"", ""2"": ""My spouse"", ""3"": ""Me and my spouse"", ""4"": ""My parents"", ""5"": ""My parents-in-law"", ""6"": ""All male HH members"", ""7"": ""All female HH members"", ""8"": ""All HH members"", ""9"": ""Children (up to 18)"", ""90"": ""N/A""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Community/cm1.sav,community,c113,what proportion of children aged 1-5 years attend pre-school childcare (i.e kind,what proportion of children aged 1-5 years attend pre-school childcare (i.e kind,{},{},not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id1.sav,person,i101_8,the quality of education at your (grand) children's school,the quality of education at your (grand) children's school,"{""0.0"": ""0 (completely dissatisfied)"", ""10.0"": ""10 (completely satisfied)"", ""90.0"": ""not applicable""}","{""0.0"": ""0 (completely dissatisfied)"", ""10.0"": ""10 (completely satisfied)"", ""90.0"": ""not applicable""}",not stated in metadata,,90.0,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_spss/Individual/id2a.sav,person,i215,are you currently attending the educational institution (incl. school holidays)?,are you currently attending the educational institution (incl. school holidays)?,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Community/cm1.dta,community,c113,what proportion of children aged 1-5 years attend pre-school childcare (i.e kind,what proportion of children aged 1-5 years attend pre-school childcare (i.e kind,{},{},not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id1.dta,person,i101_8,the quality of education at your (grand) children's school,the quality of education at your (grand) children's school,"{""0"": ""0 (completely dissatisfied)"", ""10"": ""10 (completely satisfied)"", ""90"": ""not applicable""}","{""0"": ""0 (completely dissatisfied)"", ""10"": ""10 (completely satisfied)"", ""90"": ""not applicable""}",not stated in metadata,,90,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2016,2016,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2016__e03a0c74/LiK16_IDSC-IZA/LiK16_data_stata/Individual/id2a.dta,person,i215,are you currently attending the educational institution (incl. school holidays)?,are you currently attending the educational institution (incl. school holidays)?,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id1.dta,person,i101_7,the quality of education at your (grand) children's school,the quality of education at your (grand) children's school,"{""0"": ""0 - completely dissatisfied"", ""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7"", ""8"": ""8"", ""9"": ""9"", ""10"": ""10 - completely satisfied"", ""90"": ""not applicable""}","{""0"": ""0 - completely dissatisfied"", ""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6"", ""7"": ""7"", ""8"": ""8"", ""9"": ""9"", ""10"": ""10 - completely satisfied"", ""90"": ""not applicable""}",not stated in metadata,,90,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2019,2019,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LiK_2022__7c67a235/Version_2022/Individual/id2.dta,person,i210,Did you attend kindergarden before your primary school?,Did you attend kindergarden before your primary school?,"{""1"": ""Yes"", ""2"": ""No""}","{""1"": ""Yes"", ""2"": ""No""}",not stated in metadata,,none documented in value labels,child education,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/individial/id8.sav,person,i801_9,member in water and waste management group,member in water and waste management group,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/individial/id8.sav,person,i802_9,hours per month; water and waste management group,hours per month; water and waste management group,{},{},not stated in metadata,,none documented in value labels,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/individial/id8.dta,person,i801_9,member in water and waste management group,member in water and waste management group,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/individial/id8.dta,person,i802_9,hours per month; water and waste management group,hours per month; water and waste management group,{},{},not stated in metadata,,none documented in value labels,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2013/individual/id8e.sav,person,i839_5,civic engagement is a waste of time since one person can not make a change anywa,civic engagement is a waste of time since one person can not make a change anywa,"{""1.0"": ""disagree"", ""2.0"": ""somewhat agree"", ""3.0"": ""agree"", ""90.0"": ""refused to answer""}","{""1.0"": ""disagree"", ""2.0"": ""somewhat agree"", ""3.0"": ""agree"", ""90.0"": ""refused to answer""}",not stated in metadata,,90.0,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2013,2013,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2013/individual/id8e.dta,person,i839_5,civic engagement is a waste of time since one person can not make a change anywa,civic engagement is a waste of time since one person can not make a change anywa,"{""1"": ""disagree"", ""2"": ""somewhat agree"", ""3"": ""agree"", ""90"": ""refused to answer""}","{""1"": ""disagree"", ""2"": ""somewhat agree"", ""3"": ""agree"", ""90"": ""refused to answer""}",not stated in metadata,,90,child nutrition,control,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh7.sav,household,h701_1,drought,drought,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,climate-related shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh7.sav,household,h701_2,too much rain or flood,too much rain or flood,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,climate-related shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_spss__b52af7b0/spss/data2010/household/hh7.sav,household,h701_3,very cold winter,very cold winter,"{""1.0"": ""yes"", ""2.0"": ""no""}","{""1.0"": ""yes"", ""2.0"": ""no""}",not stated in metadata,,none documented in value labels,climate-related shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
kyrgyzstan,Life in Kyrgyzstan Study (LiK),2010,2010,data/interim/unpacked/kyrgyzstan/dataverse_files/depth_02/LIK_10_13_stata__4f932d8b/stata/data2010/household/hh7.dta,household,h701_1,drought,drought,"{""1"": ""yes"", ""2"": ""no""}","{""1"": ""yes"", ""2"": ""no""}",not stated in metadata,,none documented in value labels,climate-related shocks,moderator,high,Provisional automated candidate from variable label/value metadata; questionnaire verification required before harmonization.
